id,player_id,team_id,year,salary
482,18694,114,1985,197000
483,18934,114,1985,462500
484,18940,114,1985,709714
485,20662,114,1985,375000
486,252,121,1985,750000
487,439,121,1985,1030000
488,2002,121,1985,160000
489,2725,121,1985,457500
490,3083,121,1985,562500
491,3352,121,1985,1555000
492,3541,121,1985,60000
493,3897,121,1985,110000
494,4437,121,1985,150000
495,4513,121,1985,700000
496,6053,121,1985,583333
497,7738,121,1985,135000
498,8265,121,1985,560000
499,8656,121,1985,110000
500,9480,121,1985,200000
501,9805,121,1985,100000
502,10339,121,1985,250000
503,10406,121,1985,208750
504,12142,121,1985,475000
505,14492,121,1985,112500
506,14946,121,1985,740000
507,17488,121,1985,740000
508,17503,121,1985,1440000
509,18991,121,1985,457500
510,19209,121,1985,170000
511,818,130,1985,350000
512,7750,130,1985,650000
513,8619,130,1985,565000
514,8675,130,1985,636667
515,9242,130,1985,683333
516,9366,130,1985,117500
517,12098,130,1985,60000
518,13682,130,1985,235000
519,13795,130,1985,165000
520,14288,130,1985,560000
521,16213,130,1985,310000
522,16701,130,1985,344000
523,17338,130,1985,215000
524,17902,130,1985,250000
525,17976,130,1985,505000
526,18391,130,1985,590000
527,18807,130,1985,135000
528,19485,130,1985,185000
529,19616,130,1985,720000
530,20511,130,1985,400000
531,52,133,1985,170000
532,198,133,1985,875000
533,852,133,1985,325000
534,1227,133,1985,335000
535,2509,133,1985,350000
536,3061,133,1985,833333
537,3314,133,1985,580000
538,5743,133,1985,127500
539,6446,133,1985,740000
540,8108,133,1985,60000
541,8972,133,1985,256667
542,9836,133,1985,131250
543,10517,133,1985,475000
544,11639,133,1985,356300
545,11825,133,1985,185000
546,13136,133,1985,587500
547,13235,133,1985,325000
548,17996,133,1985,1000000
549,19091,133,1985,730000
550,20016,133,1985,370000
551,52,4,1986,367500
552,571,4,1986,60000
553,863,4,1986,880000
554,1272,4,1986,565000
555,2758,4,1986,600000
556,3123,4,1986,769452
557,4482,4,1986,200000
558,6432,4,1986,786667
559,7747,4,1986,425000
560,8645,4,1986,1800000
561,8761,4,1986,505000
562,9286,4,1986,105000
563,11381,4,1986,687500
564,12316,4,1986,225000
565,13038,4,1986,100000
566,13166,4,1986,257500
567,13295,4,1986,1825000
568,13772,4,1986,825000
569,13944,4,1986,60000
570,14204,4,1986,390000
571,15273,4,1986,825000
572,16408,4,1986,470000
573,17240,4,1986,1000000
574,17544,4,1986,200000
575,17705,4,1986,60000
576,18275,4,1986,1729167
577,18606,4,1986,60000
578,19366,4,1986,575000
579,19666,4,1986,750000
580,4,12,1986,600000
581,1279,12,1986,450000
582,1660,12,1986,837500
583,1736,12,1986,120000
584,1778,12,1986,250000
585,4412,12,1986,510000
586,4604,12,1986,442066
587,4815,12,1986,140000
588,5192,12,1986,400000
589,5916,12,1986,639791
590,6030,12,1986,350000
591,7324,12,1986,450000
592,7427,12,1986,167500
593,7914,12,1986,115000
594,9431,12,1986,107500
595,10318,12,1986,725000
596,11221,12,1986,1190000
597,11652,12,1986,560458
598,11715,12,1986,487078
599,12182,12,1986,911051
600,13339,12,1986,925814
601,13597,12,1986,285000
602,15356,12,1986,310000
603,15726,12,1986,1150000
604,17064,12,1986,120000
605,17068,12,1986,240000
606,17898,12,1986,70000
607,18888,12,1986,60000
608,20668,12,1986,387500
609,509,15,1986,1000000
610,941,15,1986,435000
611,1083,15,1986,660696
612,1678,15,1986,1350000
613,1889,15,1986,375000
614,2248,15,1986,80000
615,2353,15,1986,785000
616,3421,15,1986,340000
617,3965,15,1986,330000
618,5552,15,1986,1017757
619,6514,15,1986,70000
620,6600,15,1986,650000
621,7203,15,1986,60000
622,8080,15,1986,412000
623,8488,15,1986,350000
624,8904,15,1986,495000
625,10982,15,1986,541250
626,13647,15,1986,265000
627,14133,15,1986,255000
628,15177,15,1986,60000
629,15613,15,1986,1984423
630,16054,15,1986,375000
631,16403,15,1986,500000
632,16676,15,1986,75000
633,17830,15,1986,1060000
634,17848,15,1986,300000
635,17989,15,1986,381113
636,18227,15,1986,110000
637,18970,15,1986,85000
638,1755,30,1986,853479
639,2460,30,1986,856667
640,2769,30,1986,800000
641,3764,30,1986,410000
642,4471,30,1986,1200000
643,4966,30,1986,808333
644,5824,30,1986,60000
645,6054,30,1986,100000
646,6056,30,1986,170000
647,7248,30,1986,500000
648,8096,30,1986,939333
649,8734,30,1986,82500
650,9038,30,1986,1102946
651,9347,30,1986,440000
652,9440,30,1986,560000
653,9505,30,1986,65000
654,11127,30,1986,500000
655,11982,30,1986,142000
656,12948,30,1986,1000000
657,13433,30,1986,142000
658,14663,30,1986,300000
659,16048,30,1986,425000
660,16245,30,1986,60000
661,16729,30,1986,210000
662,17333,30,1986,400000
663,18278,30,1986,890000
664,19950,30,1986,60000
665,20058,30,1986,416667
666,20366,30,1986,933333
667,252,34,1986,900000
668,714,34,1986,775000
669,820,34,1986,930000
670,1735,34,1986,115000
671,1808,34,1986,68000
672,1940,34,1986,66500
673,2773,34,1986,60000
674,2853,34,1986,60000
675,3891,34,1986,295000
676,4094,34,1986,600000
677,4933,34,1986,975000
678,5878,34,1986,875000
679,6075,34,1986,60000
680,6742,34,1986,80000
681,7387,34,1986,150000
682,7511,34,1986,156667
683,8385,34,1986,200000
684,8842,34,1986,195000
685,9085,34,1986,555000
686,9591,34,1986,60000
687,9973,34,1986,400000
688,12247,34,1986,60000
689,13075,34,1986,60000
690,13504,34,1986,240000
691,14526,34,1986,150000
692,16701,34,1986,465000
693,16867,34,1986,1132652
694,17310,34,1986,75000
695,17784,34,1986,200000
696,18599,34,1986,60000
697,19492,34,1986,400000
698,1801,31,1986,327500
699,2316,31,1986,575000
700,3105,31,1986,1400000
701,4385,31,1986,833333
702,4633,31,1986,558333
703,5146,31,1986,100000
704,5170,31,1986,983333
705,5258,31,1986,783333
706,6018,31,1986,240000
707,6141,31,1986,250000
708,6170,31,1986,633333
709,7405,31,1986,64000
710,8000,31,1986,100000
711,9801,31,1986,100000
712,10351,31,1986,60000
713,11028,31,1986,490000
714,11686,31,1986,60000
715,11805,31,1986,850000
716,13027,31,1986,760000
717,13188,31,1986,60000
718,13241,31,1986,850000
719,16299,31,1986,1050000
720,16382,31,1986,325000
721,16456,31,1986,665000
722,16470,31,1986,800000
723,17487,31,1986,720000
724,17711,31,1986,275000
725,18265,31,1986,1530000
726,18940,31,1986,550000
727,18960,31,1986,890000
728,20449,31,1986,325000
729,1215,42,1986,870000
730,2272,42,1986,215000
731,2555,42,1986,102500
732,3619,42,1986,920000
733,4265,42,1986,60000
734,4367,42,1986,90000
735,4616,42,1986,1083333
736,4698,42,1986,775000
737,5473,42,1986,272500
738,6133,42,1986,195000
739,7399,42,1986,545555
740,9455,42,1986,60000
741,10398,42,1986,60000
742,10457,42,1986,60000
743,12752,42,1986,350000
744,13320,42,1986,60000
745,13844,42,1986,650000
746,14254,42,1986,1100000
747,14322,42,1986,405000
748,14570,42,1986,275000
749,15013,42,1986,500000
750,15051,42,1986,430000
751,15874,42,1986,92500
752,16139,42,1986,1000000
753,17675,42,1986,1150000
754,18001,42,1986,60000
755,19199,42,1986,150000
756,19284,42,1986,225000
757,19839,42,1986,80000
758,20104,42,1986,70000
759,218,46,1986,60000
760,710,46,1986,60000
761,801,46,1986,225000
762,1361,46,1986,580000
763,2563,46,1986,850000
764,2700,46,1986,145000
765,2771,46,1986,80000
766,2934,46,1986,190000
767,2996,46,1986,177500
768,5230,46,1986,350000
769,6135,46,1986,575000
770,6522,46,1986,215000
771,7573,46,1986,350000
772,7997,46,1986,310000
773,9053,46,1986,437500
774,9814,46,1986,90000
775,13227,46,1986,60000
776,13619,46,1986,300000
777,13661,46,1986,97500
778,13682,46,1986,110000
779,13840,46,1986,65000
780,16045,46,1986,60000
781,16751,46,1986,275000
782,16763,46,1986,110000
783,17593,46,1986,60000
784,18345,46,1986,60000
785,18367,46,1986,395000
786,18713,46,1986,1100000
787,19418,46,1986,270000
788,20201,46,1986,92000
789,20600,46,1986,60000
790,1344,52,1986,316667
791,2155,52,1986,325000
792,2725,52,1986,200000
793,3544,52,1986,75000
794,3560,52,1986,700000
795,5550,52,1986,793333
796,6702,52,1986,1200000
797,7338,52,1986,250000
798,8223,52,1986,960000
799,8230,52,1986,687500
800,9903,52,1986,60000
801,10333,52,1986,72500
802,10446,52,1986,550000
803,10689,52,1986,698571
804,11114,52,1986,62500
805,13099,52,1986,875000
806,13955,52,1986,80000
807,14289,52,1986,850000
808,14658,52,1986,875000
809,17093,52,1986,150000
810,17333,52,1986,60000
811,17747,52,1986,60000
812,18391,52,1986,662500
813,18551,52,1986,260000
814,18807,52,1986,275000
815,18901,52,1986,567143
816,19932,52,1986,670000
817,395,59,1986,60000
818,558,59,1986,525000
819,1007,59,1986,310000
820,2668,59,1986,95000
821,4092,59,1986,755000
822,4372,59,1986,120000
823,4425,59,1986,325000
824,4645,59,1986,65000
825,4801,59,1986,280000
826,4911,59,1986,550000
827,6529,59,1986,600000
828,7886,59,1986,80000
829,9806,59,1986,65000
830,10035,59,1986,1000000
831,11036,59,1986,223275
832,12825,59,1986,60000
833,14220,59,1986,85000
834,15099,59,1986,850000
835,15574,59,1986,416667
836,16326,59,1986,1125000
837,16835,59,1986,666667
838,17414,59,1986,650000
839,18708,59,1986,600000
840,19547,59,1986,366667
841,761,69,1986,525000
842,808,69,1986,60000
843,1433,69,1986,165000
844,1523,69,1986,645000
845,2049,69,1986,1471429
846,3625,69,1986,60000
847,5669,69,1986,85000
848,7357,69,1986,250000
849,7717,69,1986,67000
850,8838,69,1986,100000
851,9019,69,1986,175000
852,9422,69,1986,185000
853,9902,69,1986,60000
854,10536,69,1986,360000
855,10658,69,1986,770000
856,10703,69,1986,883333
857,12357,69,1986,650000
858,14018,69,1986,450000
859,15089,69,1986,293808
860,15186,69,1986,150000
861,15189,69,1986,925000
862,16339,69,1986,925000
863,16377,69,1986,75000
864,17488,69,1986,1000000
865,18250,69,1986,653128
866,19684,69,1986,400000
867,19963,69,1986,485000
868,20286,69,1986,1175000
869,373,72,1986,200000
870,713,72,1986,375000
871,1160,72,1986,200000
872,2129,72,1986,325000
873,2614,72,1986,450000
874,3083,72,1986,200000
875,5113,72,1986,150000
876,6960,72,1986,65000
877,7371,72,1986,1370000
878,7599,72,1986,60000
879,8269,72,1986,1000000
880,8594,72,1986,60000
881,8604,72,1986,755000
882,8736,72,1986,175000
883,10404,72,1986,637500
884,11333,72,1986,841667
885,11608,72,1986,650000
886,11825,72,1986,220000
887,13613,72,1986,531250
888,14463,72,1986,350000
889,14990,72,1986,62000
890,15541,72,1986,1000000
891,16278,72,1986,450000
892,16579,72,1986,584624
893,16810,72,1986,800000
894,18146,72,1986,65000
895,18934,72,1986,409485
896,19157,72,1986,1600000
897,19188,72,1986,455000
898,19395,72,1986,68500
899,19804,72,1986,743750
900,20175,72,1986,60000
901,1103,84,1986,65000
902,1644,84,1986,1450000
903,2304,84,1986,740000
904,2544,84,1986,220000
905,2551,84,1986,385000
906,4406,84,1986,725000
907,5495,84,1986,60000
908,6336,84,1986,515000
909,6344,84,1986,100000
910,7889,84,1986,666667
911,8756,84,1986,1060000
912,9041,84,1986,115000
913,10505,84,1986,155000
914,10990,84,1986,75000
915,14322,84,1986,60000
916,14956,84,1986,62500
917,15092,84,1986,255000
918,15426,84,1986,60000
919,16375,84,1986,115000
920,17363,84,1986,740000
921,17496,84,1986,450000
922,19361,84,1986,674000
923,1492,81,1986,60000
924,1799,81,1986,60000
925,1961,81,1986,60000
926,3096,81,1986,675000
927,3404,81,1986,671560
928,3453,81,1986,60000
929,3744,81,1986,607322
930,4298,81,1986,610000
931,4488,81,1986,95000
932,6419,81,1986,887500
933,7461,81,1986,779167
934,8345,81,1986,195000
935,9285,81,1986,60000
936,10579,81,1986,90000
937,11490,81,1986,495000
938,12007,81,1986,487500
939,12860,81,1986,1160000
940,12945,81,1986,402500
941,13636,81,1986,70000
942,13856,81,1986,766593
943,14864,81,1986,60000
944,15703,81,1986,175000
945,16748,81,1986,155000
946,16860,81,1986,121500
947,18288,81,1986,60000
948,18630,81,1986,60000
949,19775,81,1986,70000
950,20681,81,1986,950000
951,1469,85,1986,80000
952,2151,85,1986,650000
953,2453,85,1986,160000
954,4427,85,1986,1047000
955,5893,85,1986,147000
956,5987,85,1986,325000
957,6360,85,1986,67500
958,8275,85,1986,170000
959,8891,85,1986,65000
960,9345,85,1986,65000
961,10209,85,1986,320000
962,10544,85,1986,450000
963,10560,85,1986,850000
964,12123,85,1986,180000
965,13563,85,1986,62500
966,13632,85,1986,90000
967,15231,85,1986,1515000
968,15380,85,1986,850000
969,15762,85,1986,60000
970,15796,85,1986,138100
971,16634,85,1986,415000
972,16869,85,1986,61500
973,17392,85,1986,700000
974,18673,85,1986,1000000
975,18694,85,1986,170000
976,18739,85,1986,127500
977,18818,85,1986,60000
978,19541,85,1986,650000
979,19764,85,1986,120000
980,20320,85,1986,87500
981,20372,85,1986,350000
982,20626,85,1986,70000
983,1371,93,1986,557500
984,2474,93,1986,750000
985,4997,93,1986,60000
986,5226,93,1986,658333
987,5499,93,1986,65000
988,5843,93,1986,200000
989,5850,93,1986,120000
990,7265,93,1986,1050000
991,7381,93,1986,975000
992,7879,93,1986,400873
993,8087,93,1986,1570000
994,9347,93,1986,60000
995,9756,93,1986,1220000
996,11814,93,1986,1375000
997,12904,93,1986,716667
998,13038,93,1986,500000
999,13617,93,1986,750000
1000,14186,93,1986,120000
1001,14317,93,1986,70000
1002,15313,93,1986,1060000
1003,15327,93,1986,100000
1004,15696,93,1986,837500
1005,15975,93,1986,658333
1006,16851,93,1986,450000
1007,17142,93,1986,750000
1008,20015,93,1986,800000
1009,20304,93,1986,1886714
1010,20549,93,1986,733333
1011,143,90,1986,130000
1012,660,90,1986,325000
1013,2931,90,1986,2160714
1014,3780,90,1986,220000
1015,4286,90,1986,440000
1016,5205,90,1986,92500
1017,5390,90,1986,60000
1018,5742,90,1986,200000
1019,6075,90,1986,2800000
1020,6691,90,1986,65000
1021,6994,90,1986,1320000
1022,7978,90,1986,60000
1023,8008,90,1986,350000
1024,8204,90,1986,1650000
1025,9273,90,1986,227500
1026,10049,90,1986,645000
1027,11211,90,1986,530000
1028,11900,90,1986,60000
1029,12099,90,1986,185000
1030,12810,90,1986,60000
1031,13626,90,1986,83000
1032,13878,90,1986,550000
1033,13998,90,1986,825000
1034,16509,90,1986,235000
1035,17284,90,1986,275000
1036,18098,90,1986,945000
1037,18570,90,1986,200000
1038,20263,90,1986,700000
1039,439,95,1986,1233333
1040,581,95,1986,183700
1041,719,95,1986,96000
1042,733,95,1986,475000
1043,1653,95,1986,572500
1044,2785,95,1986,75000
1045,3480,95,1986,270000
1046,4399,95,1986,600000
1047,7254,95,1986,577589
1048,7324,95,1986,60000
1049,8089,95,1986,200000
1050,8363,95,1986,218200
1051,8733,95,1986,530000
1052,9916,95,1986,730000
1053,10234,95,1986,195000
1054,10424,95,1986,500000
1055,10439,95,1986,1200000
1056,10665,95,1986,60000
1057,12200,95,1986,60000
1058,12926,95,1986,60000
1059,13302,95,1986,900149
1060,13981,95,1986,88000
1061,14735,95,1986,300950
1062,14874,95,1986,60000
1063,15701,95,1986,85000
1064,16371,95,1986,75000
1065,17976,95,1986,60000
